,Ticker,Name,Market Cap,Sector,Beta
0,HCXY,Hercules Capital Inc,1762.8016835053306,Financial Services,1.34888
1,TBBK,Bancorp Inc,1173.309777917903,Banking,1.40124
2,SCXLB,L S Starrett Co,54.246238669950756,Machinery,0.78017
3,JTCPF,Jtc PLC,1022.386256,Financial Services,0.13207
4,IMPZY,Implanet SA,4.330316,Health Care,1.23121
5,ATASF,Atlantia SpA,18464.488261,Transportation Infrastructure,1.11581
6,ELCPF,EDP Energias de Portugal SA,18193.723432,Utilities,0.93773
7,STKL,Sunopta Inc,1046.4224722373467,Food Products,1.98415
8,UNRG,United Energy Corp,18.11,Chemicals,-0.35968
9,AUDVF,Audi AG,83420.0,Automobiles,0.1129
10,SBSOF,SBS Holdings Inc,121535.581284,Logistics & Transportation,0.84727
11,TPTW,TPT Global Tech Inc,7.41192340533333,Telecommunication,0.88386
12,VRXWF,MediaValet Inc,47.556586,Technology,0.4837
13,SO,Southern Co,80698.75105045002,Utilities,0.47655
14,RRX,Regal Rexnord Corp,8425.130461436687,Electrical Equipment,1.24052
15,ABNAF,Aben Resources Ltd,5.915452,Metals & Mining,1.70059
16,AKR,Acadia Realty Trust,1850.260368,Real Estate,1.33774
17,NPNVF,Valqua Ltd,50115.234417,Chemicals,1.15332
18,CVLG,Covenant Logistics Group Inc,368.2649450452765,Road & Rail,1.46988
19,MITT,AG Mortgage Investment Trust Inc,197.373045,Real Estate,1.47997
20,MOPLF,Molinos Rio de la Plata SA,23445.35,Food Products,0.85887
21,CERN,Cerner Corp,27927.554728590556,Health Care,0.76191
22,GODZF,Goldhills Holding Ltd,4.368513,Metals & Mining,1.26232
23,LVMHF,LVMH Moet Hennessy Louis Vuitton SE,301162.851474,"Textiles, Apparel & Luxury Goods",0.98611
24,MDNA,Medicenna Therapeutics Corp,65.855084,Biotechnology,0.4404
25,CCTC,Clean Coal Technologies Inc,2.08,Commercial Services & Supplies,-0.66308
26,DSITF,Currys PLC,929.717977,Retail,1.6839
27,DTZZF,Dotz Nano Ltd,136.410767,Electrical Equipment,0.57129
28,QUCCF,Quanta Computer Inc,307976.018894,Technology,0.78971
29,AVIJF,AviChina Industry & Technology Co Ltd,34084.090203,Aerospace & Defense,0.20858
30,TRXPF,Torii Pharmaceutical Co Ltd,85120.103703,Pharmaceuticals,0.64017
31,CVCY,Central Valley Community Bancorp,199.12777134800712,Banking,0.77338
32,ECMXF,Universal Copper Ltd Formerly Tasca Resources Ltd,5.351321,Metals & Mining,1.52282
33,RCAR,RenovaCare Inc,8.74,Biotechnology,1.73986
34,WHR,Whirlpool Corp,10146.212353999998,Consumer products,1.54936
35,TYNPF,Nippon Sanso Holdings Corp,1072784.6777949997,Chemicals,1.03993
36,FPPP,FieldPoint Petroleum Corp,0.0,Energy ,2.48417
37,GMRMF,Golden Rim Resources Ltd,19.776544,Metals & Mining,0.8726
38,ES,Eversource Energy,31873.636134923574,Utilities,0.42815
39,NSSXF,NS Solutions Corp,346328.279686,Technology,0.89381
40,WLDBF,WildBrain Ltd,357.346387,Media,0.95665
41,ICUI,ICU Medical Inc,4383.965920288956,Health Care,0.48416
42,VZ,Verizon Communications Inc,215693.69937182567,Telecommunication,0.40628
43,EUUNF,Azarga Metals Corp,5.220157,Metals & Mining,1.19041
44,BABA,Alibaba Group Holding Ltd,256853.62400283493,Retail,0.90694
45,CNVVY,ConvaTec Group PLC,4352.00085,Health Care,0.74459
46,GEL,Genesis Energy LP,1548.1754061744648,Energy ,2.16577
47,PYIYF,Property for Industry Ltd,1246.044969,Real Estate,0.88631
48,PSKXF,Philippine Stock Exchange Inc,15910.50602,Financial Services,0.15036
49,FNCNF,Fincantieri SpA,972.146029,Machinery,1.24338
50,GBNH,Greenbrook TMS Inc,50.913391,Health Care,1.3508
51,CRNGF,Carrianna Group Holdings Company Ltd,848.534096,"Hotels, Restaurants & Leisure",0.51562
52,KALV,Kalvista Pharmaceuticals Inc,213.28089519679634,Biotechnology,1.79636
53,HTMMF,Hutchison Telecommunications (Australia) Ltd,1045.083171,Telecommunication,0.67133
54,HWM,Howmet Aerospace Inc,15458.64243252074,Aerospace & Defense,1.59958
55,MDRM,Galileo Life Sciences Inc,2.22,Health Care,-0.00262
56,CPXGF,Cineplex Inc,807.00631,Media,3.11427
57,ATNF,180 Life Sciences Corp,67.83361582159625,Biotechnology,-0.23167
58,PESAF,Panoro Energy ASA,3596.530565,Energy ,3.2858
59,VITYY,Vitro SAB de CV,11564.35,Packaging,0.9982
60,AVDWF,Advent-AWI Holdings Inc,12.890354,Retail,0.14292
61,CDELF,Candelaria Mining Corp,20.618717,Metals & Mining,-0.09709
62,CWBHF,Charlotte's Web Holdings Inc,81.284484,Pharmaceuticals,1.96396
63,FFOXF,Firefox Gold Corp,16.909555,Metals & Mining,1.55066
64,JTEKF,Jtekt Corp,354969.402924,Auto Components,1.68606
65,GTHKF,Genting Hong Kong Ltd,3520.23,"Hotels, Restaurants & Leisure",0.99725
66,VIVHY,Vivendi SE,11537.520772,Media,0.65286
67,ESMAF,Esports Mogul Ltd,9.705169,Media,1.62366
68,XXII,22nd Century Group Inc,325.7823782983425,Tobacco,2.02077
69,SEIC,SEI Investments Co,8038.270447478139,Financial Services,1.02369
70,PB,Prosperity Bancshares Inc,6734.83717055845,Banking,1.09139
71,DRRX,DURECT Corp,113.28982665403042,Pharmaceuticals,1.45973
72,MLSYY,Melrose Industries PLC,5832.805533,Industrial Conglomerates,2.14988
73,AQNU,Algonquin Power & Utilities Corp,12220.606636,Utilities,0.25846
74,XEBEF,Xebec Adsorption Inc,134.609667,Machinery,0.96746
75,KTERF,Keio Corp,529306.3707729998,Road & Rail,0.67401
76,PPRUY,Kering SA,63415.906561,"Textiles, Apparel & Luxury Goods",0.95116
77,TLOFF,Talon Metals Corp,423.965222,Metals & Mining,1.77592
78,LITB,LightInTheBox Holding Co Ltd,133.387419,Retail,0.27837
79,RLDGF,Roland DG Corp,38932.088017,Technology,2.00924
80,PVARF,Porvair PLC,274.092589,Machinery,1.12292
81,MDGS,Medigus Ltd,0.0,Health Care,1.69654
82,MTCN,ArcelorMittal SA,23882.644825,Metals & Mining,2.08998
83,HUDLF,Huddly AS,1395.194916,Communications,0.56003
84,FFXXF,Helios Fairfax Partners Corp,295.57856494,Financial Services,1.38912
85,AZRE,Azure Power Global Ltd,991.2950581049251,Utilities,0.80142
86,IIPR,Innovative Industrial Properties Inc,3715.057594,Real Estate,1.78242
87,HTCMF,Hitachi Construction Machinery Co Ltd,660282.352982,Machinery,1.98399
88,ASNCF,A-Sonic Aerospace Ltd,49.910189,Logistics & Transportation,1.04225
89,ADXN,Addex Therapeutics Ltd,30.090593,Biotechnology,0.98915
90,PANDY,Pandora A/S,50160.525856,"Textiles, Apparel & Luxury Goods",1.66105
91,PEGRF,Pennon Group PLC,2672.072104,Utilities,0.21876
92,HAHRF,Harel Insurance Investments and Financial Services Ltd,789078.2349,Insurance,1.05024
93,BAYZF,Bayer AG,65566.980484,Pharmaceuticals,1.18928
94,RFLFF,Raffles Education Co Ltd,84.098062,Diversified Consumer Services,0.3347
95,CHZHF,China Zhongwang Holdings Ltd,9155.11,Metals & Mining,1.37262
96,IRMTF,Information Services Corp,357.525026,Real Estate,0.77391
97,MKL,Markel Corp,18838.229096021965,Insurance,0.74409
98,TVAHF,TV Asahi Holdings Corp,151070.757568,Media,0.92903
99,AIV,Apartment Investment and Management Co,957.324312,Real Estate,1.09796
100,CHSCN,CHS Inc,395.159627,Food Products,0.33825
101,BOTRF,China Everbright Water Ltd,829.654222,Utilities,0.91223
102,LZB,La-Z-Boy Inc,1118.1623414072023,Consumer products,0.99552
103,DHCNL,Diversified Healthcare Trust,535.333786,Real Estate,1.51012
104,HPCRF,Home Product Center PCL,192007.499353,Retail,0.94392
105,GENGF,Gear Energy Ltd,426.728016,Energy ,4.78483
106,CGDXF,Xali Gold Corp,12.700704,Metals & Mining,2.10865
107,IMGN,ImmunoGen Inc,787.313633457534,Biotechnology,1.15976
108,LGZDF,Logizard Co Ltd,3976.958111,Technology,1.36773
109,TRRXF,TNR Gold Corp,7.588911,Metals & Mining,0.6229
110,VTMLF,Venture Minerals Ltd,71.520526,Metals & Mining,2.25559
111,EXTR,Extreme Networks Inc,1342.3743858461537,Communications,1.98694
112,GETVF,Mediaset Espana Comunicacion SA,1268.323041,Media,1.08501
113,AR,Antero Resources Corp,14022.163397135873,Energy ,3.73604
114,PPBN,Pinnacle Bankshares Corp,48.85278850446429,Banking,0.52144
115,ANPCY,Angle PLC,326.700667,Health Care,1.15409
116,PHBBF,Pharmaron Beijing Co Ltd,89002.26444916902,Life Sciences Tools & Services,2.70243
117,AUVGF,Australian Vintage Ltd,173.057365,Beverages,1.11128
118,CKPT,Checkpoint Therapeutics Inc,125.61649057553956,Biotechnology,1.7112
119,STX,Seagate Technology Holdings PLC,18184.393147835563,Technology,1.02368
120,LLKKF,Lake Resources NL,1753.474524,Metals & Mining,2.33671
121,VUVAF,Texton Property Fund Ltd,130758.1862,Real Estate,0.58978
122,SPH,Suburban Propane Partners LP,1086.916203135917,Utilities,0.58991
123,AVCT,American Virtual Cloud Technologies Inc,39.85830948000001,Technology,1.31958
124,KNYJY,Kone Oyj,24089.766044,Machinery,0.57818
125,RPSGF,RPS Group PLC,269.729207,Commercial Services & Supplies,2.80804
126,CBCFF,Calbee Inc,324406.234863,Food Products,0.34325
127,DSGX,Descartes Systems Group Inc,6789.633,Technology,1.10576
128,SJRWF,Shaw Communications Inc,17826.64242,Media,0.54929
129,MTALF,Metallica Metals Corp,3.246362,Metals & Mining,2.77129
130,GPTX,Global Payment Technologies Inc,0.0,Technology,-0.59782
131,SLNM,Salon Media Group Inc,0.19,Media,-1.95438
132,MWAYF,Midway Ltd,76.85588,Paper & Forest,1.01531
133,ATR,Aptargroup Inc,7201.889917120278,Packaging,0.62116
134,ALIF,Artificial Life Inc,0.01,Technology,1.36559
135,CMC,Commercial Metals Co,4931.517307870535,Metals & Mining,1.12205
136,DAIYF,Dai Nippon Toryo Co Ltd,21785.6394,Chemicals,1.12952
137,SOL,ReneSola Ltd,310.238034,Construction,2.26712
138,AZLAF,Arizona Lithium Ltd,290.25349,Metals & Mining,1.4843
139,HACBF,Hachijuni Bank Ltd,216982.14624,Banking,0.74401
140,BKSC,Bank of South Carolina,95.46819308554572,Banking,0.46832
141,REZI,Resideo Technologies Inc,3495.4267326569716,Building,2.21275
142,LFMD,LifeMD Inc,76.99107700892857,Consumer products,1.02714
143,CWCO,Consolidated Water Co Ltd,214.79682543070365,Utilities,0.23137
144,PNR,Pentair PLC,8493.273545836024,Machinery,1.1071
145,AYALY,Ayala Corp,433820.129395,Industrial Conglomerates,1.18554
146,RBLAF,Robinsons Land Corp,99378.110481,Real Estate,1.1281
147,UNEGF,United Energy Group Ltd,32266.583293,Energy ,0.63989
148,LTRBF,Latrobe Magnesium Ltd,111.966855,Metals & Mining,1.23072
149,HKHUY,Hokuhoku Financial Group Inc,105308.542534,Banking,0.99284
150,ENPH,Enphase Energy Inc,26861.1663556219,Semiconductors,1.39424
151,MIC,Macquarie Infrastructure Holdings LLC,339.0345645,Utilities,1.37305
152,NVYTF,Novacyt SA,126.138486,Biotechnology,-3.00699
153,TAKOF,Drone Delivery Canada Corp,114.341498,Aerospace & Defense,0.64667
154,FEXXF,Fjordland Exploration Inc,6.030747,Metals & Mining,1.397
155,SCGRF,Secos Group Ltd,80.385282,Chemicals,1.25415
156,DNDPF,Dundee Corp,132.083394,Real Estate,1.66778
157,GEAGF,GEA Group AG,6542.164448,Machinery,1.06876
158,HOMB,Home BancShares Inc,4692.686347556645,Banking,1.23893
159,LSIIF,Lisi SA,1085.609522,Aerospace & Defense,1.98977
160,QUOT,Quotient Technology Inc,408.8545600744417,Retail,0.94943
161,TVTX,Travere Therapeutics Inc,1444.3118525017699,Biotechnology,0.72337
162,CS,Credit Suisse Group AG,17119.239068,Financial Services,1.47332
163,POTTF,Buddy Technologies Ltd,21.12,Consumer products,1.94255
164,PIRS,Pieris Pharmaceuticals Inc,135.56167007386364,Biotechnology,1.17958
165,RVTI,Rival Technologies Inc,2.44,,2.41772
166,AEVIF,Aevis Victoria SA,1619.722916,Health Care,0.14708
167,RMGGF,Resolute Mining Ltd,303.581174,Metals & Mining,1.12587
168,HRCXF,Hurricane Energy PLC,154.321198,Energy ,1.75427
169,LPTI,Longport Inc,0.0,Biotechnology,1.19927
170,EIFZF,Exchange Income Corp,1844.408992,Airlines,2.35385
171,DCCPY,DCC PLC,5530.690867,Industrial Conglomerates,0.94129
172,SUNFF,Sun Life Financial Inc,36647.120953,Insurance,0.99034
173,MDCLF,Medincell SA,137.409759,Pharmaceuticals,0.77489
174,TSIHF,TSI Holdings Co Ltd,32165.33551,"Textiles, Apparel & Luxury Goods",1.11555
175,APHE,Alpha Energy Inc,69.65,Energy ,0.3886
176,WACLF,Wacoal Holdings Corp,127828.45546,"Textiles, Apparel & Luxury Goods",0.7993
177,CUBE,CubeSmart,10012.171987,Real Estate,0.50353
178,RWLK,Rewalk Robotics Ltd,61.891023164038515,Health Care,2.74845
179,MSSV,Meso Numismatics Inc,0.73,Retail,1.87877
180,IZQVF,Indivior PLC,2329.734038,Pharmaceuticals,-0.27224
181,CGIFF,Chemtrade Logistics Income Fund,876.319617,Chemicals,1.54776
182,BKE,Buckle Inc,1610.549498426412,Retail,1.00721
183,CMTV,Community Bancorp,112.00878501724137,Banking,0.23961
184,CCDBF,CCL Industries Inc,10869.44,Packaging,0.66327
185,FQVLF,First Quantum Minerals Ltd,25346.913777,Metals & Mining,1.99218
186,AKSJF,Sberbank Rossii PAO,2733223.872863,Banking,1.57208
187,TFII,TFI International Inc,9435.649237,Road & Rail,1.55964
188,DRIO,DarioHealth Corp,141.5936896433121,Health Care,1.36624
189,ICL,ICL Group Ltd,4672358.4785,Chemicals,1.0228
190,SJMHY,SJM Holdings Ltd,18635.137259,"Hotels, Restaurants & Leisure",1.32531
191,TOAGF,Toagosei Co Ltd,129476.584969,Chemicals,1.04617
192,ASAPF,Aurora Spine Corp,24.035341,Health Care,0.81342
193,TBC,AT&T Inc,151699.20509095007,Telecommunication,0.5463
194,MGIC,Magic Software Enterprises Ltd,839.91,Technology,1.26424
195,HNDI,Handeni Gold Inc,0.0,Metals & Mining,1.94583
196,MGR,Affiliated Managers Group Inc,5201.413642715328,Financial Services,1.33229
197,GLPEF,Galp Energia SGPS SA,10914.165203,Energy ,0.9299
198,SZLSF,StageZero Life Sciences Ltd,9.065996,Biotechnology,1.02974
199,VSOGF,Vista Energy SAB de CV,14651.41,Energy ,0.28361
200,EESE,Energy and Environmental Services Inc,6.46,Chemicals,-0.0271
201,AMRK,A-Mark Precious Metals Inc,873.7981755906666,Financial Services,-0.44891
202,TINLF,Teijin Ltd,260861.157471,Chemicals,0.89417
203,CMI,Cummins Inc,29861.941139196148,Machinery,1.02455
204,VTEPF,Vitec Group Plc,595.952386,Consumer products,1.31755
205,NONOF,Novo Nordisk A/S,1329312.3,Pharmaceuticals,0.82863
206,KDXRF,Kenedix Office Investment Corp,285816.176832,Real Estate,0.81077
207,FGCUL,FSK YeES PAO,119895.020465,Utilities,1.12377
208,ASND,Ascendis Pharma A/S,4733.815588,Biotechnology,0.86185
209,APEMY,Aperam SA,2979.460463,Metals & Mining,2.03619
210,DBVTF,DBV Technologies SA,177.066399,Biotechnology,1.64344
211,ATO,Atmos Energy Corp,16209.150750552259,Utilities,0.47809
212,UCBJY,Ucb SA,15508.474817,Pharmaceuticals,0.52608
213,REECF,Reece Ltd,10432.644453,Trading Companies & Distributors,0.77838
214,BMSPF,Biomass Secure Power Inc,1.34,Energy ,0.7514
215,MOBQ,Mobiquity Technologies Inc,6.458716335340751,Media,0.73387
216,GLMFF,Glacier Media Inc,56.421119,Media,0.64313
217,MGRTF,Mcgrath Ltd,60.634039,Real Estate,1.30735
218,ASPGF,Aspire Global PLC,4993.908993,"Hotels, Restaurants & Leisure",0.41388
219,AVRO,AVROBIO Inc,43.11530458590354,Biotechnology,1.72333
220,QNTFF,Quantafuel ASA,2696.371801,Commercial Services & Supplies,1.22612
221,SREDF,Storebrand ASA,39209.270712,Insurance,1.64422
222,SPNUF,Spirent Communications plc,1423.519895,Communications,0.30978
223,MANZF,Manz AG,368.448189,Semiconductors,1.00521
224,RTRZY,Rieter Holding AG,580.619435,Machinery,1.34465
225,DOC,Physicians Realty Trust,4158.965741,Real Estate,0.7851
226,CNCE,Concert Pharmaceuticals Inc,170.02132394776118,Biotechnology,0.36878
227,CLPIF,Compagnie des Alpes SA,789.332055,"Hotels, Restaurants & Leisure",1.50114
228,SMTC,Semtech Corp,4125.2412336136995,Semiconductors,1.53503
229,SHZNY,Shenzhen Expressway Corp Ltd,19136.806988376407,Transportation Infrastructure,0.49591
230,SHLX,Shell Midstream Partners LP,5612.241364419241,Energy ,1.36671
231,SCHYF,Sands China Ltd,120912.239739,"Hotels, Restaurants & Leisure",1.49941
232,ASBFY,Associated British Foods PLC,13475.076237,Food Products,1.33294
233,IAGX,Imagenetix Inc,0.0,Consumer products,0.77195
234,MTCH,Match Group Inc,24026.916814236123,Media,0.74791
235,HUSQF,Husqvarna AB,50267.94,Machinery,1.34811
236,JHX,James Hardie Industries PLC,15507.1,Construction,1.57791
237,STBMY,St Barbara Ltd,974.802961,Metals & Mining,0.73665
238,ASNXF,Asante Inc,16719.801474,Diversified Consumer Services,0.59688
239,TOTZF,Total Energy Services Inc,393.287497,,2.14468
240,SSLZF,SS Lazio SpA,71.464551,Media,1.65202
241,WOFA,Wisdom Homes of America Inc,0.0,Consumer products,0.27999
242,BTEAF,Beneteau SA,954.570469,Leisure Products,0.85383
243,CINF,Cincinnati Financial Corp,20432.009148017605,Insurance,0.67989
244,TUFUF,Thai Union Group PCL,80528.303382,Food Products,0.15024
245,HRNNF,Hydro One Ltd,21085.017452,Utilities,0.19455
246,SYCHF,Sanyo Chemical Industries Ltd,104563.619957,Chemicals,1.10682
247,CHEF,Chefs' Warehouse Inc,1359.5339990592886,Retail,2.0066
248,HYMPF,Hyundai Motor Co,43578465.651178,Automobiles,1.17775
249,QRHC,Quest Resource Holding Corp,83.80235111111112,Commercial Services & Supplies,1.36281
250,RIOCF,RioCan Real Estate Investment Trust,7007.675984,Real Estate,1.18586
251,CUBB,Customers Bancorp Inc,1368.3901798255035,Banking,1.58947
252,EAT,Brinker International Inc,1358.6355744896805,"Hotels, Restaurants & Leisure",2.35486
253,SWNLF,EDM Resources Inc,11.507344,Metals & Mining,1.82364
254,VNTR,Venator Materials PLC,285.3704499224806,Chemicals,1.55591
255,MEBUF,Mebuki Financial Group Inc,251580.426636,Banking,1.0871
256,RTBRF,Restaurant Brands New Zealand Ltd,1490.864315,"Hotels, Restaurants & Leisure",1.11517
257,FJHL,Fovea Jewelry Holdings Ltd,8.42,Retail,-3.57376
258,AXREF,Amarc Resources Ltd,21.459333,Metals & Mining,1.91393
259,YORUY,Yokohama Rubber Co Ltd,279952.991821,Auto Components,1.51145
260,SIEB,Siebert Financial Corp,56.381626686390526,Financial Services,-0.39905
261,VLVLY,Volvo AB,335853.46,Machinery,1.10298
262,DBMM,Digital Brand Media & Marketing Group Inc,0.43,Media,3.82644
263,SBKFF,State Bank of India,4178503.589998,Banking,1.46454
264,MDC,MDC Holdings Inc,2709.1465619379974,Consumer products,1.33887
265,HYEVF,Hyundai Elevator Co Ltd,1406083.404922,Machinery,0.98109
266,CRNLF,Capricorn Metals Ltd,1319.11056,Metals & Mining,0.90434
267,KYORF,Kyoritsu Air Tech Inc,2597.600139,Building,0.88318
268,IT,Gartner Inc,21627.95453209139,Technology,1.50045
269,SGA,Saga Communications Inc,138.5461344846626,Media,0.68045
270,ATOM,Atomera Inc,281.18683193187775,Semiconductors,1.52382
271,SMREF,Sun Summit Minerals Corp,23.022064,Metals & Mining,0.26082
272,PTHSF,Hero Supermarket Tbk PT,6693814.0625,Retail,0.17112
273,VOAXF,Voltabox AG,24.46,Electrical Equipment,1.02573
274,STNG,Scorpio Tankers Inc,2054.0231961642735,Energy ,0.52905
275,IOKIF,Itoki Corp,17947.047535,Commercial Services & Supplies,1.35431
276,GZUHY,Guangzhou R&F Properties Co Ltd,10131.391585,Real Estate,1.28406
277,SCWO,374Water Inc,317.969060004,Electrical Equipment,0.89921
278,LTRY,Lottery.com Inc,65.98904097014926,"Hotels, Restaurants & Leisure",0.64913
279,CHBH,Croghan Bancshares Inc,142.68919089277355,Banking,1.03067
280,MCNO,Mucinno Holding Inc,1.25,Chemicals,-0.43761
281,TMXN,Trimax Corp,1.84,Financial Services,1.70184
282,GZPFY,Gazprom Neft' PAO,1951992.986442,Energy ,0.89074
283,KRMCF,KRM22 PLC,17.79,Financial Services,-0.01454
284,FLIDF,FLSmidth & Co A/S,11491.42321,Machinery,1.63852
285,SPBBF,Speakeasy Cannabis Club Ltd,17.59,Pharmaceuticals,1.02606
286,MAAL,Marketing Alliance Inc,24.24,Insurance,0.64419
287,FUN,Cedar Fair LP,2696.3581161617185,"Hotels, Restaurants & Leisure",1.87426
288,RTHVF,Raisio Oyj,336.71,Food Products,0.76136
289,DYAI,Dyadic International Inc,75.18265676923075,Biotechnology,0.43699
290,TNXXF,Talanx AG,9557.060415,Insurance,0.97573
291,CLEGF,Coles Group Ltd,23783.862701,Retail,0.28373
292,NOG,Northern Oil and Gas Inc,2570.558491627427,Energy ,2.17285
293,PBMRF,Bumi Resources Tbk PT,4307935.046875,Energy ,1.0537
294,HLBZF,HeidelbergCement AG,10384.482345,Construction,1.32836
295,SHYMF,Nala Digital Commerce Ltd,3507.6751,Metals & Mining,0.87136
296,SBHCF,Sho-Bond Holdings Co Ltd,312559.047775,Construction,0.86708
297,HLDVF,Henderson Land Development Co Ltd,163880.949571,Real Estate,1.05762
298,ALXXF,Avante Logixx Inc,17.377443,Diversified Consumer Services,1.67339
299,SNMN,SNM Gobal Holdings,1.51,Financial Services,2.54298
300,MNBEF,Minebea Mitsumi Inc,989647.112061,Machinery,1.64283
301,NRXCF,NeutriSci International Inc,3.895844,Consumer products,1.97823
302,TLLEQ,Teletouch Communications Inc,0.0,Telecommunication,-0.95348
303,PNXLF,Argentina Lithium & Energy Corp,26.956531,Metals & Mining,2.00476
304,NTRS,Northern Trust Corp,23315.617009210917,Financial Services,1.13182
305,DLNDY,D&L Industries Inc,50857.147503,Chemicals,0.99854
306,UTGPF,Unite Group PLC,4497.061157,Real Estate,1.3865
307,NWPP,New Peoples Bankshares Inc,54.54,Banking,0.4616
308,FRMA,Firma Holdings Corp,11.2,Metals & Mining,5.68061
309,RGS,Regis Corp,30.35187199683043,Diversified Consumer Services,2.61054
310,YOKEF,Yokogawa Electric Corp,626220.912964,Electrical Equipment,1.24057
311,CMTUF,Comture Corp,90275.212555,Technology,1.17729
312,INIS,International Isotopes Inc,45.0597554875,Life Sciences Tools & Services,-0.24153
313,CYPMF,Cyprium Metals Ltd,93.195174,Metals & Mining,1.96512
314,LNDC,Landec Corp,279.7892817669172,Food Products,1.17996
315,SYUP,ANBC Inc,4.78,Pharmaceuticals,-4.86019
316,RSLBF,RaySearch Laboratories AB (publ),1647.7,Health Care,1.3432
317,BPIRF,Piraeus Financial Holdings SA,1475.283992,Banking,2.26417
318,MIDLF,Midland Exploration Inc,33.672167,Metals & Mining,0.8402
319,TRKNF,Turk Telekomunikasyon AS,31581.83,Telecommunication,1.15686
320,THKLY,THK Co Ltd,334114.941956,Machinery,1.39355
321,HLT,Hilton Worldwide Holdings Inc,39603.816436546804,"Hotels, Restaurants & Leisure",1.16488
322,ANZFF,Air New Zealand Ltd,2155.795264,Airlines,2.3388
323,GRBK,Green Brick Partners Inc,1175.8712748907978,Consumer products,1.41606
324,PSSR,Passur Aerospace Inc,2.32,Aerospace & Defense,-0.01939
325,WBT,Welbilt Inc,3390.506431892029,Machinery,2.03982
326,SGMA,SigmaTron International Inc,43.476587606837604,Electrical Equipment,1.08814
327,ASRAF,AS Roma SpA,270.419404,Media,2.3628
328,AJMPF,Ashmore Group PLC,1596.834998,Financial Services,1.37071
329,IFRX,InflaRx NV,69.39990699328861,Biotechnology,0.84061
330,SLGN,Silgan Holdings Inc,5000.422231748201,Packaging,0.75979
331,SLROF,Stellar Resources Ltd,17.625355,Metals & Mining,0.3908
332,KNRRY,Knorr Bremse AG,10303.90351,Machinery,0.62841
333,RNNCF,Renaissance Inc,17792.773155,"Hotels, Restaurants & Leisure",1.42128
334,BLMIF,Bank Leumi Le Israel BM,4867201.5869,Banking,0.91256
335,ATLLF,Atlas Copco AB,490442.78,Machinery,1.14272
336,MTLZF,Metall Zug AG,885.333286,Health Care,1.61831
337,SGHIY,Shanghai Industrial Holdings Ltd,13285.726897,Industrial Conglomerates,0.66491
338,AKZOY,Akzo Nobel NV,14205.486882,Chemicals,1.00045
339,GRDDY,Grand City Properties SA,2754.274797,Real Estate,0.36707
340,MNNLF,Menicon Co Ltd,211333.623734,Health Care,0.72252
341,PSX,Phillips 66,49542.26770297267,Energy ,1.38927
342,IMCDY,IMCD NV,7868.971251,Trading Companies & Distributors,1.18752
343,TBI,TrueBlue Inc,738.2975083000912,Professional Services,1.47885
344,EQFN,Equitable Financial Corp,35.06,Financial Services,0.54476
345,CHDHF,Ev Dynamics Holdings Ltd,585.629095,Automobiles,0.92131
346,ON,ON Semiconductor Corp,27630.21422717345,Semiconductors,1.7254
347,AMADF,Amadeus IT Group SA,25724.356941,Technology,1.19384
348,CRUS,Cirrus Logic Inc,4726.597139029183,Semiconductors,0.88758
349,CEOS,CeCors Inc,33.0,Health Care,-0.67165
350,MNGPF,Man Group PLC,3296.942315,Financial Services,1.31219
351,KZIA,Kazia Therapeutics Ltd,105.783023,Biotechnology,2.0363
352,EXR,Extra Space Storage Inc,23989.096428,Real Estate,0.46674
353,SGRY,Surgery Partners Inc,3623.1430323109576,Health Care,2.80549
354,KNNGF,Kion Group AG,5944.771285,Machinery,1.24694
355,ARSEF,Altai Resources Inc,3.362013,Energy ,1.51795
356,EQTXF,Lake Winn Resources Corp,3.06,Metals & Mining,2.32668
357,VKIN,Viking Energy Group Inc,65.53993564537815,Energy ,-2.09867
358,TWOU,2U Inc,748.3643622104667,Diversified Consumer Services,1.2061
359,BRGAY,Borregaard ASA,18640.276307,Chemicals,0.27866
360,ABCAF,Athabasca Minerals Inc,24.088362,Construction,1.94588
361,PSMT,PriceSmart Inc,2445.5245302153826,Retail,0.76865
362,NSARO,NSTAR Electric Co,40.29,Utilities,0.03581
363,PARDP,Poniard Pharmaceuticals Inc,0.0,Biotechnology,1.33864
364,TM,Toyota Motor Corp,30437083.212891,Automobiles,0.81819
365,CEENF,UpSnap Inc,1.338205,Technology,0.5062
366,MSUXF,Misumi Group Inc,831078.353363,Machinery,1.25095
367,MSCLF,Satellos Bioscience Inc,15.411099,Biotechnology,2.06463
368,GELGF,Chatham Rock Phosphate Ltd,19.061801,Chemicals,1.42601
369,NSRPF,Novo Resources Corp,162.059328,Metals & Mining,1.45765
370,CLVLF,Clinuvel Pharmaceuticals Ltd,783.153898,Biotechnology,0.6143
371,JAKK,JAKKS Pacific Inc,122.91566787782426,Leisure Products,2.1665
372,RMRDF,Ressources Minieres Radisson Inc,34.494534,Metals & Mining,1.2234
373,HSNGF,Hang Seng Bank Ltd,265363.782788,Banking,0.79046
374,NVIV,InVivo Therapeutics Holdings Corp,7.0673666864564,Health Care,1.27158
375,DBGF,Panex Resources Inc,0.11,Metals & Mining,2.23194
376,TMP,Tompkins Financial Corp,1095.5317905723873,Banking,0.65585
377,CDIIQ,CD International Enterprises Inc,0.0,Trading Companies & Distributors,1.90434
378,BLBD,Blue Bird Corp,401.48527920426585,Machinery,0.988
